,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
Performance Tuning and Profiling,0.0,0.2719745655128725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.419511973736419,0.006864041741463841,0.0,0.0,0.0,0.18505287322689057,0.0,0.0,0.0,0.0,0.0
System Analysis and Design Fundamentals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.609985187034365,0.0,0.0,0.0,0.0,0.0
Art Theory and Philosophical Perspectives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1833009006577468,0.0,0.0
"Caching (Redis, MemoryCache)",0.0,0.0010123491495198425,4.219621817804555e-84,6.244139044285064e-08,0.0,0.0,0.0,0.0,0.0,0.16432569381887616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1652429150223685e-09
Marketing and Sales Strategies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159822504823429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Global Environmental Issues and Sustainability,0.0,0.0,0.0,0.0,0.06870624370127783,0.0,1.7406836117190203e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financial Reporting for IT Projects,0.0,0.0,3.1958641790562525e-94,0.0,0.0,0.0,0.0,0.0,1.3619166587700655e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dance Movements and Physical Conditioning,0.0,0.0,0.0,6.295858917461456e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Business Process Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3159265035920785e-182,0.0,0.0,0.0,0.0,0.0,1.5200738958850737e-177,0.0,0.0,0.0
Group Dynamics in Outdoor Settings,0.0,0.0,0.0,0.0,0.009338951742673539,0.0,0.0,1.833732077599565e-148,0.0,0.0,1.1584172035402052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Security Compliance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3288669802800847e-45,0.0,0.0,0.0,0.0,0.5725484912657234,0.0,0.0,0.0
Network Troubleshooting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8065532332527137,0.0,0.0,0.0
Health and Fitness Certification Knowledge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.197186363728157e-20,0.0,0.0,0.0,3.2954267691783053e-12,0.0,0.0,0.0,0.0,0.0,0.0,2.7998441148969175e-16,0.0
User Interface Guidelines and Standards,0.0,0.0,0.0,0.0,0.0,0.0,0.8222914149859736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Environmental Conservation,0.0,0.0,0.0,0.0,0.009338951742673539,0.0,0.0,1.833732077599565e-148,0.0,0.0,1.1584172035402052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
System Design and Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1095135196834003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Project Planning and Implementation,0.0,0.0,2.2915630015410606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Technology Trends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.317408279161078e-136,0.0,9.569155820539591e-154,0.0
Ethical Theory,0.0,0.0,0.0,0.0,2.1035042078378465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prototyping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.869424600294341e-140,0.0,0.0,3.2204814061116368e-142
Research Methodology,0.0,0.0,0.0,2.0942214852358356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Software Engineering Practices,0.0,0.2293964090880734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.123912970746243,0.0,0.0,0.0,0.0,0.0
Firewall and VPN Configuration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.264520536850237,0.0,0.0,0.0
Quantitative Data Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.001244797301333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Information and Communication Technology (ICT),0.0,0.0,0.0,0.0,0.0,3.2227513853253575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Art Movements and Periods (e.g., Renaissance, Baroque, Modernism)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1833009006577468,0.0,0.0
Agile Development Methodologies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6001320675970111,0.0,0.0,0.0,0.0,0.11687106158516378,0.0,0.0,0.0,0.2620593193310064,0.0
Linguistics Fundamentals,0.4503868778468239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1826830123012265e-12,0.0,0.0
IP Routing and Subnetting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.654905561922708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Creative Thinking and Problem-Solving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7397337572351435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Health and Wellness Coaching,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99895991778694e-20,0.0,0.0,0.0,4.019774434166901e-12,0.0,0.0,0.0,0.0,0.0,0.0,3.415260778354844e-16,0.0
Philosophical Analysis,0.0,0.0,0.0,0.0,2.1035042078378465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gender Studies in Literature,0.0,0.0,0.0,0.0,0.07751817370248042,0.0,0.0,0.0,0.0,0.0,0.0,0.16086962369961755,0.16778848546457656,0.0,0.0,0.0,0.0,0.05308950428331156,0.0,0.0
Industry Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.578211743739646e-176,0.0,0.0,0.0,0.0,0.0
"Fitness Technology (e.g., wearables, apps)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0985931818640786e-20,0.0,0.0,0.0,1.6477133845891526e-12,0.0,0.0,0.0,0.0,0.0,0.0,1.3999220574484587e-16,0.0
Mathematics Communication,0.00017555361978613813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1077448745458462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Data Mining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.677400512661212e-124,0.0,0.0
Entrepreneurial Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08899879058581966,0.0,0.0,0.0,0.0,0.0,1.3860927308691894e-56,0.0,0.0,0.0
Team Building and Group Facilitation,0.0,0.0,2.2915630015410606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Ethics,0.0,0.0,0.0,0.0,2.1035042078378465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Internet of Things (IoT) Integration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6001320675970111,0.0,0.0,0.0,0.0,0.11687106158516378,0.0,0.0,0.0,0.2620593193310064,0.0
Object-Oriented Programming Fundamentals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8413018073371732,0.0,0.0,0.0,0.0,0.0
UI/UX Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6001320675970111,0.0,0.0,0.0,0.0,0.11687106158516378,0.0,0.0,0.0,0.2620593193310064,0.0
API Integration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014136095012676948,0.0016262432967643747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Advanced Android,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021204142519015423,0.002439364945146562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Media Literacy,0.45050226920054987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8821776531599415,0.0,0.0,0.0,0.0
Microservices Architecture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3405123504457745,0.0,0.0,0.0,0.0,0.037135106083396416,0.0,0.0,0.0,0.12775065351071271,0.0
IT-Specific Accounting Standards,0.0,0.0,3.1958641790562525e-94,0.0,0.0,0.0,0.0,0.0,1.3619166587700655e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Complexity Classes and NP-Complete Problems,0.0,0.6818467468905638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Physical Education Theory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.499843987668041e-19,0.0,0.0,0.0,6.029661651250351e-12,0.0,0.0,0.0,0.0,0.0,0.0,5.122891167532266e-16,0.0
Finite Automata and Formal Languages,0.0,0.0,0.0,0.0,0.0,4.185165028614665e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.45687759353664015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Database Management Systems (DBMS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5196586038051647,0.0,0.0,0.0,0.0,0.1012120298073031,0.0,0.0,0.0,4.9315814750376274,0.0
Basic Software Engineering Principles,0.0,0.2278737492476548,0.0,0.0,0.0,0.0,0.0,0.0,0.0020124247705934338,0.0,0.024620124381644848,0.0,0.0,0.0,0.0,0.003125904428277434,0.0,0.0,0.0,0.0
Virtue Ethics,0.0,0.0,0.0,0.0,2.1035042078378465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Linguistics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.679381947596242e-139,0.0,0.0,3.6731030564025724e-142
Negotiation and Persuasion Techniques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8954515916613899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fitness Assessment and Testing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2295779545592235e-19,0.0,0.0,0.0,4.943140153767458e-12,0.0,0.0,0.0,0.0,0.0,0.0,4.199766172345376e-16,0.0
Contemporary Philippine Issues in Historical Perspective,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23263852632459334,0.0,0.03721672662085233,0.0,0.0
Exercise Program Monitoring and Adaptation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.197186363728157e-20,0.0,0.0,0.0,3.2954267691783053e-12,0.0,0.0,0.0,0.0,0.0,0.0,2.7998441148969175e-16,0.0
Data Integrity and Constraints,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.665414628368547,0.0
History of Filipino Identity and Culture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34895778948689005,0.0,0.05582508993127849,0.0,0.0
History and Education (Pedagogy of History),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23263852632459334,0.0,0.03721672662085233,0.0,0.0
Business Model Development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7397337572351435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comparative Politics,0.0,0.0,0.0,0.0,0.06870624370127783,0.0,1.7406836117190203e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
API Design and Integration,0.0,0.26754300190783853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15244722789337176,0.0,0.0,0.0,0.0,0.0
Digital Electronics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.622267872425776
Functional Movement Screening (FMS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99895991778694e-20,0.0,0.0,0.0,4.019774434166901e-12,0.0,0.0,0.0,0.0,0.0,0.0,3.415260778354844e-16,0.0
Grammar and Syntax,0.6755803167702359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2740245184351663e-12,0.0,0.0
"Containerized Application Deployment (e.g., Docker, Kubernetes)",0.0,0.0,0.0,0.0,0.0,1.9324184846030374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Data-Driven Financial Decision Making,0.0,0.0,3.1958641790562525e-94,0.0,0.0,0.0,0.0,0.0,1.3619166587700655e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
International Relations and Diplomacy,0.0,0.0,0.0,0.0,0.10305936555191673,0.0,2.6110254175785302e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disruptive Technologies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21160551944072e-136,0.0,6.379437213693058e-154,0.0
Ethical Decision-Making in Technology Design and Use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3126215089519335,0.0,0.0,0.0,0.0
Sociology of Knowledge and Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3126215089519335,0.0,0.0,0.0,0.0
Business Communication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8431773874920845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Service-Oriented Architecture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1095135196834003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Normative Ethics,0.0,0.0,0.0,0.0,2.1035042078378465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Critical Reading Skills,0.6755803167702359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2740245184351663e-12,0.0,0.0
Wireless Communications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.654905561922708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JavaScript,0.0,0.0,3.486749876873074e-80,0.0005159645104784394,0.0,0.0,0.0,0.0,0.0033288710503313165,0.10834916392347123,0.03108949048937193,0.0,0.0,0.009829722995962433,0.011584639899531486,0.004593117770071222,0.0,0.0,0.0,3.441786043825911e-05
Linear Algebra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3367261368813779,0.0,0.0,0.0,0.5120023436027916,0.0,0.0,0.0,0.0,0.0,0.00890287305886977,0.0
Web Hosting and Deployment,0.0,0.0,1.6213666066297847e-80,0.00023992762803108316,0.0,0.0,0.0,0.0,0.0,0.008815203816781482,0.003531248565832199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.600458058538837e-05
Visual Communication,2.01103466000324e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6350362029750867,0.0,0.0,0.0,0.0,0.0,0.0
Keyboarding and Typing Proficiency,0.0,0.0,0.0,0.0,0.0,3.2227513853253575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UI/UX Principles and Design Thinking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6001320675970111,0.0,0.0,0.0,0.0,0.11687106158516378,0.0,0.0,0.0,0.2620593193310064,0.0
Network Scaling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.285519850753316e-160,0.0,0.0,0.0,0.0,0.0,0.0
User Experience (UX) Design,0.0,0.0,3.2427332132595694e-80,0.0004798552560621663,0.0,0.0,0.0,0.0,0.0,0.017630407633562963,0.007062497131664398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.200916117077674e-05
"Art in the Digital Age (Digital Art, Multimedia)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7888672671051646,0.0,0.0
Psychological Assessment Literacy,3.915857099517701e-05,0.0,0.0,0.0,0.0,0.0,1.1530666403434484,0.0,0.0,0.0,0.0,0.00046749383004756283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Statistical Inference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.001244797301333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basic Programming Concepts,0.0,0.0,0.0,0.0,0.0,1.074250461775119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Research Methods and Experimental Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0008298648675553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Database Architecture and Design Patterns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.110276418912365,0.0
Experimental Design,0.0,0.0,0.0,2.0942214852358356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cross-Cultural Communication,0.4503825483264762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8954332360165476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Computing Ethics,0.0,0.0,0.0,0.0,0.0,0.0,4.0446978768518655e-52,4.157208204700531e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSI Model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3967808052753554,0.0,0.0,0.0
UI Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002628872243828786,0.14154698942447305,0.021108870990545973,0.0,0.0,0.00556193260480418,0.013699286086440774,0.0038697459926207984,0.0,0.0,0.0,0.0
"Statistical Software (e.g., SPSS, R, Python)",0.0,0.0,0.0,1.3961476568238906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cybersecurity Awareness,0.0,0.0,0.0,0.0,0.0,2.148500923550238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Research Methods,0.0,0.0052656692538045795,0.0,0.0,0.0,0.0,0.0,0.0,2.0817265524292314,0.08729093994834188,0.21415018691617624,0.0,0.0,0.009028278379892493,0.3124356864916563,1.9811716729022002,0.0,0.0,0.0,0.0
Political Science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23263852632459334,0.0,0.03721672662085233,0.0,0.0
DevOps Practices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2024486129342646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Big Data Technologies,0.0,0.0,0.0,0.0,0.0,0.0,4.666101299979737e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7051392899694191,0.0
Cloud Infrastructure Management,0.0,0.0,0.0,0.0,0.0,0.3455714922440389,0.0,0.0,0.0,0.37919303354429107,0.0,0.0,0.0,0.0,0.0,0.0,0.2934295538454091,0.0,0.0,0.0
DevOps and CI/CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.311962132617665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Monitoring and Logging (Nagios, Zabbix)",0.0,0.0,0.0,0.0,0.0,0.3455714922440389,0.0,0.0,0.0,0.37919303354429107,0.0,0.0,0.0,0.0,0.0,0.0,0.2934295538454091,0.0,0.0,0.0
Debugging and Performance Optimization,0.0,0.046639089059005,3.360610681990061e-83,4.972986037320714e-07,0.0,0.0,0.0,0.0,0.0014834963629231515,0.16712202610054505,0.021369228748863437,0.0,0.0,0.010292928251706489,0.11913555446441908,0.002687001102893487,0.0,0.0,0.0,3.3172936662655006e-08
Outdoor Education,0.0,0.0,0.0,0.0,0.014008427614010305,0.0,0.0,2.750598116399346e-148,0.0,0.0,1.7376258053103075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Problem-Solving in Real-World Contexts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5630574435256118e-61,0.0,0.0,0.0,0.0
History of Science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3126215089519335,0.0,0.0,0.0,0.0
Nationalism and Independence Movements,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23263852632459334,0.0,0.03721672662085233,0.0,0.0
Machine Learning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.761797888799106e-142,0.0,0.0,0.0,0.0,0.0,0.0
Web Project Planning,0.0,0.0,4.8640998198893535e-80,0.0007197828840932494,0.0,0.0,0.0,0.0,0.0,0.026445611450344443,0.010593745697496597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8013741756165106e-05
Set Theory,0.0,0.0,0.0,0.0,0.0,6.277747542921998e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.6853163903049602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Responsive Design,0.0,0.0,3.2427332132595694e-80,0.0004798552560621663,0.0,0.0,0.0,0.0,0.0,0.017630407633562963,0.007062497131664398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.200916117077674e-05
Pitching and Investor Relations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159822504823429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Podcasting and Video Production Basics,0.22519343892341195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0913415061506133e-12,0.0,0.0
Agile Project Management,0.0,0.006969582336428465,0.0,0.0,0.0,0.0,0.0,0.0,0.08492858478529251,0.10076449441506903,0.23670514627134498,0.0,0.0,0.011194927197209688,0.3458461053850543,0.092675478955084,0.0,0.0,0.0,0.0
Web Standards and Best Practices,0.0,0.0,4.8640998198893535e-80,0.0007197828840932494,0.0,0.0,0.0,0.0,0.0,0.026445611450344443,0.010593745697496597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8013741756165106e-05
"Statistical Software (e.g., SPSS, R, SAS)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0008298648675553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Database Security and User Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.110276418912365,0.0
Accounting Principles,0.0,0.0,4.793796268584378e-94,0.0,0.0,0.0,0.0,0.0,2.042874988155098e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Storage Technologies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.482083931780475e-183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3110728854724888e-156,0.0,0.0,0.0
Software Metrics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26190032194418894,0.0,0.0,0.0,0.006658936461446802,0.0,0.0,0.0,0.0,0.0,0.0
Professional Development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.244390960613541e-149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2821504661396508e-142
VoIP and Video Conferencing Protocols,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.654905561922708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethics in Communication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8431773874920845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exception Handling and Debugging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2275345382247822,0.0,0.0,0.0,0.0,0.0
Project Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12128837938720187,0.07625627530066566,0.34899260441923824,0.0,0.0,0.01436470243412562,2.5378784364345517,0.1333543454220017,0.0,0.0,0.0,0.0
"Database Management (SQL, NoSQL)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.803672919401397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Documentation and Documentation Management,2.01103466000324e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6350362029750867,0.0,0.0,0.0,0.0,0.0,0.0
Cloud-Based Database Management,0.0,0.0,0.0,0.0,0.0,0.0,4.666101299979737e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7051392899694191,0.0
